dateTime,experimentName,duration,braitType,braitDynamic,dcRpmInit,dcRpmMax,dcAlpha,dcK,dcKN,dcKI,dcKD,antennaType,antennaInitSpeed,snsBaselineLeft,snsBaselineRight,snsSensorLoops,snsStorageSize,sensorSigMax,snsThreshold,snsAbsence,snsThresholdRange,snsInstantRange,snsDynamicRange,snsFilterType,snsFilterCutoff
2023-05-01 12:51:25,updateA_simple_p1_i1,49.80619913099986,1,False,30,50,1,1,1,10,5,2,25.0,2414513094,2480704601,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 12:53:27,updateA_simple_p7_i1,51.23579694,1,False,30,50,1,1,1,10,5,2,25.0,2420149246,2504756610,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 12:54:54,updateA_simple_p2_i1,56.25957917000005,1,False,30,50,1,1,1,10,5,2,25.0,2400488258,2466352066,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 12:56:15,updateA_simple_p6_i1,47.25235322100002,1,False,30,50,1,1,1,10,5,2,25.0,2427489260,2503380104,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 12:57:41,updateA_simple_p3_i1,54.124409557000035,1,False,30,50,1,1,1,10,5,2,25.0,2404289315,2463206295,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 12:59:08,updateA_simple_p5_i1,44.30358170999989,1,False,30,50,1,1,1,10,5,2,25.0,2412153715,2489748525,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:01:04,updateA_simple_p4_i1,55.75175093400003,1,False,30,50,1,1,1,10,5,2,25.0,2409335656,2481818618,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:02:52,updateA_simple_p0_i2,66.93665070599991,1,False,30,50,1,1,1,10,5,2,25.0,2379844155,2445183655,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:04:22,updateA_simple_p8_i2,49.76036751599986,1,False,30,50,1,1,1,10,5,2,25.0,2409007879,2480835442,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:06:13,updateA_simple_p1_i2,78.64360279699986,1,False,30,50,1,1,1,10,5,2,25.0,2384431683,2447542951,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:08:25,updateA_simple_p7_i2,103.33080481100023,1,False,30,50,1,1,1,10,5,2,25.0,2376436244,2474412887,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:09:33,updateA_simple_p2_i2,31.672635907999847,1,False,30,50,1,1,1,10,5,2,25.0,2361362820,2407500156,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:11:16,updateA_simple_p6_i2,51.322080626000115,1,False,30,50,1,1,1,10,5,2,25.0,2402126508,2469628779,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:12:43,updateA_simple_p3_i2,52.00860951100003,1,False,30,50,1,1,1,10,5,2,25.0,2374601184,2437974604,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:19:07,updateA_simple_p4_i2,45.28003753799976,1,False,30,50,1,1,1,10,5,2,25.0,2353498483,2366671060,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:24:29,updateA_simple_p0_i3,104.10582765200024,1,False,30,50,1,1,1,10,5,2,25.0,2365229677,2426768039,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:26:27,updateA_simple_p8_i3,47.296655550000196,1,False,30,50,1,1,1,10,5,2,25.0,2384169701,2450951042,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:28:11,updateA_simple_p1_i3,60.65394018299958,1,False,30,50,1,1,1,10,5,2,25.0,2357234139,2424605285,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:32:02,updateA_simple_p7_i3,179.29325940800027,1,False,30,50,1,1,1,10,5,2,25.0,2368113177,2439416509,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:35:10,updateA_simple_p2_i3,153.39331231899996,1,False,30,50,1,1,1,10,5,2,25.0,2354612625,2417002990,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:37:06,updateA_simple_p6_i3,82.35938230200009,1,False,30,50,1,1,1,10,5,2,25.0,2361297294,2429061636,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:39:51,updateA_simple_p3_i3,112.95529613300005,1,False,30,50,1,1,1,10,5,2,25.0,2356840841,2424736243,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:41:36,updateA_simple_p5_i3,63.81631553099942,1,False,30,50,1,1,1,10,5,2,25.0,2312603726,2350745571,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:45:04,updateA_simple_p4_i3,169.01273507899987,1,False,30,50,1,1,1,10,5,2,25.0,2326235299,2383644946,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:49:34,updateA_simple_p0_i4,82.47641573599958,1,False,30,50,1,1,1,10,5,2,25.0,2356250996,2424605171,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:51:13,updateA_simple_p8_i4,52.86614289099998,1,False,30,50,1,1,1,10,5,2,25.0,2368768443,2432600586,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:53:54,updateA_simple_p2_i4,126.90615687900026,1,False,30,50,1,1,1,10,5,2,25.0,2342488265,2413005126,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:56:11,updateA_simple_p7_i4,52.95708474300045,1,False,30,50,1,1,1,10,5,2,25.0,2372766161,2434697790,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 13:59:01,updateA_simple_p1_i4,121.83284375099993,1,False,30,50,1,1,1,10,5,2,25.0,2334689459,2405337387,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 14:00:56,updateA_simple_p6_i4,83.97986194799978,1,False,30,50,1,1,1,10,5,2,25.0,2342881475,2409007398,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 14:02:57,updateA_simple_p3_i4,46.38738796300004,1,False,30,50,1,1,1,10,5,2,25.0,2280163148,2362148796,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 14:05:20,updateA_simple_p5_i4,94.54292578200057,1,False,30,50,1,1,1,10,5,2,25.0,2326038540,2393081966,5,50,1500,150,10,5,5,20,2,0.1
2023-05-01 14:08:33,updateA_simple_p4_i4,159.35482251599933,1,False,30,50,1,1,1,10,5,2,25.0,2343078038,2411366671,5,50,1500,150,10,5,5,20,2,0.1
